,SRR6819014,SRR6819015,SRR6819016,SRR6819017,SRR6819018,SRR6819019,SRR6819020,SRR6819021,SRR6819022,SRR6819023
FUN_021113,0,0,0,2,2,0,0,0,2,2
FUN_021112,0,0,0,0,0,0,0,0,0,0
FUN_021111,540,676,690,636,898,730,617,920,704,953
FUN_021110,119,181,123,187,302,232,169,266,279,348
FUN_021117,370,402,399,329,951,758,448,1033,799,1093
FUN_021116,0,0,0,0,0,0,0,0,0,0
FUN_021115,480,627,626,507,1009,857,515,1029,756,1049
FUN_021114,0,0,0,0,0,0,0,1,0,1
FUN_011501,0,0,0,0,0,0,0,0,0,0
FUN_018838,7,35,12,27,37,42,25,31,41,49
FUN_018839,0,0,0,0,0,0,0,0,0,0
FUN_017828,1226,1172,1261,2284,731,707,2091,18,23,908
FUN_017829,0,0,0,0,0,0,0,0,0,0
FUN_017822,0,0,0,0,0,0,0,0,0,0
FUN_018831,15,31,15,21,47,40,36,48,49,69
FUN_018832,468,1258,1439,883,133,122,626,115,179,105
FUN_017821,3,0,0,0,0,0,0,3,0,3
FUN_017826,292,393,460,380,734,597,464,783,546,835
FUN_018835,4,6,8,79,20,11,7,2,5,15
FUN_018836,6,12,14,12,4,8,13,14,0,11
FUN_018837,0,0,0,0,0,0,0,0,0,0
FUN_011509,294,558,279,285,549,445,414,560,467,608
FUN_000681,83,155,113,82,170,102,99,202,149,186
FUN_030418,5192,6713,4252,3722,19971,13830,11547,19586,15192,17803
FUN_030419,0,4,8,10,2,4,2,4,0,0
FUN_030414,621,857,708,642,864,679,647,762,679,948
FUN_030415,189,214,204,130,472,448,273,476,446,561
FUN_030416,20,56,37,38,73,64,27,122,104,129
FUN_030417,3927,5399,2147,2803,16394,10685,9393,16643,11890,13286
FUN_030410,0,2,2,5,8,9,2,7,3,9
FUN_030411,8,5,9,8,17,10,11,19,20,27
FUN_030412,7,0,12,10,0,4,6,0,0,16
FUN_030413,19,17,35,27,131,25,16,341,141,153
FUN_004949,27,22,26,23,22,45,20,31,41,36
FUN_004948,800,978,862,435,1193,566,696,881,566,1088
FUN_004945,69,100,119,78,140,84,77,131,79,145
FUN_004944,0,0,0,0,0,0,0,0,0,0
FUN_004947,0,0,0,0,0,0,0,0,0,0
FUN_004946,55,182,81,63,291,347,136,426,322,347
FUN_004941,0,0,0,0,0,0,0,2,0,0
FUN_004940,269,353,511,390,587,544,440,656,538,733
FUN_004943,747,1016,718,905,1623,1583,979,1529,1423,1859
FUN_004942,75,52,65,57,19,39,86,0,3,25
FUN_020792,7411,4162,4279,4382,1272,2314,8598,10,11,930
FUN_020793,0,0,0,0,0,0,0,0,0,0
FUN_020790,53,84,73,63,168,135,105,169,177,216
FUN_020791,254,225,250,123,114,144,200,70,77,123
FUN_020796,0,8,4,1,2,2,4,4,6,9
FUN_020797,909,1283,1151,1151,2020,1618,1229,1947,1549,2245
FUN_020794,171,276,178,192,576,421,271,616,521,689
FUN_020795,41,41,11,34,90,68,62,71,48,142
FUN_020798,0,0,0,0,0,0,0,0,0,0
FUN_020799,407,522,521,406,1231,966,644,1145,892,1373
FUN_003735,142,173,133,132,680,548,199,787,554,683
FUN_007412,63,64,79,61,129,174,78,79,60,214
FUN_007413,0,0,0,0,0,0,0,0,0,0
FUN_007410,18,21,48,25,38,19,51,15,35,22
FUN_007411,57,111,33,63,104,83,77,112,104,111
FUN_007416,983,1241,1148,1185,1593,1373,1162,1580,1404,1888
FUN_007417,176,255,149,260,244,175,179,274,223,269
FUN_007414,1847,3857,2373,2592,2377,2169,1614,2149,2398,2784
FUN_007415,17,12,8,8,60,49,59,88,101,119
FUN_007418,160,305,117,291,546,404,351,393,380,623
FUN_007419,0,2,4,3,6,6,2,7,2,5
FUN_005304,12,228,297,335,46,18,34,14,0,64
FUN_005305,0,1,0,0,2,1,1,1,0,0
FUN_005306,0,0,1,2,0,0,0,0,0,0
FUN_005307,135,142,53,83,178,160,161,250,205,273
FUN_005300,1439,978,683,2326,152,2588,2242,37,13,47
FUN_005301,0,0,0,0,0,0,0,0,0,0
FUN_005302,367,505,145,307,684,572,429,483,600,769
FUN_005303,0,0,0,0,0,0,0,0,0,0
FUN_005308,0,0,0,0,0,0,0,0,0,0
FUN_005309,7,8,14,14,16,8,5,10,14,23
FUN_027223,0,0,0,0,0,0,0,4,0,6
FUN_027222,1280,1934,1235,1560,2155,1655,1561,1914,1761,2489
FUN_027221,10,6,4,27,38,9,18,7,7,35
FUN_027220,0,0,0,0,0,0,0,3,0,2
FUN_027227,0,0,0,0,0,0,0,0,0,0
FUN_027226,0,0,0,0,0,0,0,0,0,0
FUN_027225,513,688,384,171,1942,655,275,898,869,1168
FUN_027224,29,67,28,46,87,77,76,59,75,105
FUN_027228,292,347,294,346,744,533,327,605,500,673
FUN_007931,202,285,277,268,554,424,273,544,495,636
FUN_002726,437,436,499,565,91,207,612,42,21,100
FUN_007933,0,0,0,0,0,0,0,0,0,0
FUN_002724,0,0,0,0,0,0,0,0,0,0
FUN_007935,0,0,0,0,0,0,0,0,0,0
FUN_002722,4,2,5,12,13,8,12,14,15,25
FUN_002721,0,0,0,0,0,0,0,0,0,0
FUN_002720,0,0,0,0,0,0,0,0,0,0
FUN_008307,119,107,72,73,208,161,152,178,245,266
FUN_008306,0,0,0,0,0,0,0,0,0,0
FUN_008305,220,221,191,163,712,564,438,766,728,849
FUN_008304,6,11,5,7,12,70,15,53,36,37
FUN_008303,407,504,371,412,658,543,473,632,509,841
FUN_008302,0,0,0,0,0,0,0,0,0,0
FUN_008301,488,522,438,428,801,610,624,743,843,1151
FUN_008300,17,23,4,29,21,13,14,10,29,34
FUN_008309,553,784,717,725,1100,856,955,1028,1028,1436
FUN_008308,0,7,0,0,7,0,0,0,0,0
FUN_016960,6,18,9,1,9,12,5,13,10,20
FUN_016961,176,251,62,117,470,227,151,374,318,383
FUN_003469,28,40,13,23,62,68,35,46,46,59
FUN_016963,469,512,499,484,1032,864,483,855,855,1107
FUN_016964,1,5,0,4,9,3,9,10,8,6
FUN_016965,7,9,5,0,23,20,17,14,26,37
FUN_016966,533,695,753,622,1121,893,676,1113,930,1362
FUN_016967,7,31,12,7,12,22,24,7,15,27
FUN_016968,0,0,0,0,0,0,0,0,0,0
FUN_016969,57,42,27,37,38,34,79,7,5,26
FUN_003461,10,6,15,0,15,20,6,5,8,24
FUN_003460,0,0,0,0,0,0,0,0,0,0
FUN_003467,883,1288,852,773,1091,573,1036,1064,1112,1503
FUN_003466,26,54,34,31,37,56,33,55,37,51
FUN_003465,213,246,171,179,493,391,256,454,402,578
FUN_003464,879,518,715,619,179,333,678,8,17,281
FUN_006455,1689,2602,2179,2082,2818,2189,2046,2478,2230,3125
FUN_006454,0,0,0,0,0,0,0,0,0,0
FUN_006457,0,0,0,0,0,0,1,2,2,0
FUN_006456,0,0,0,0,0,0,0,0,0,0
FUN_006451,0,0,0,0,0,0,0,0,0,0
FUN_006450,0,0,0,0,0,0,0,0,0,0
FUN_006453,561,846,645,514,932,814,982,1035,942,1182
FUN_006452,0,0,0,0,0,0,0,0,0,0
FUN_006459,504,734,817,722,1198,775,570,1119,760,1287
FUN_006458,1105,1728,1200,1511,2460,2022,2127,2108,1980,2660
FUN_003799,3,10,5,2,2,15,11,11,1,19
FUN_003798,79,102,75,81,136,101,83,133,121,185
FUN_004169,93,145,54,72,156,89,147,134,145,138
FUN_004168,0,0,0,0,0,0,0,0,0,0
FUN_003795,412,787,684,556,1388,764,338,1325,1387,1393
FUN_004166,1144,1527,1098,1205,3113,2202,1490,2910,2675,3448
FUN_003797,176,273,230,224,438,386,337,375,218,372
FUN_003796,0,0,0,0,0,0,0,0,0,0
FUN_003791,14,9,3,9,5,14,4,9,0,6
FUN_003790,415,342,360,339,142,104,447,39,32,174
FUN_004161,69,99,19,50,151,98,88,128,142,190
FUN_003792,134,148,45,110,130,76,140,120,99,112
FUN_030201,68,108,67,65,65,58,79,74,86,90
FUN_030200,992,2282,1708,693,2318,1831,664,6067,3182,4976
FUN_030209,9,21,13,6,2608,5467,6529,5492,5715,4864
FUN_021181,160,165,297,125,275,243,95,326,286,367
FUN_001108,19,38,10,8,9,12,26,7,21,20
FUN_001109,240,111,456,401,171,140,111,171,80,123
FUN_001102,0,0,0,0,0,0,0,0,0,0
FUN_001103,400,596,366,432,672,545,540,667,581,799
FUN_001100,10,11,19,23,27,16,25,15,18,30
FUN_001101,0,0,0,0,0,0,0,0,0,0
FUN_001106,79,132,166,144,232,242,155,249,246,298
FUN_001107,0,0,0,0,0,0,0,0,0,0
FUN_001104,0,0,1,0,1,0,0,0,1,0
FUN_001105,17,128,119,117,27,34,32,21,11,27
FUN_011758,82,174,217,215,264,223,168,227,249,282
FUN_011759,83,133,28,139,130,105,164,97,106,170
FUN_011756,60,103,25,51,99,134,58,64,85,175
FUN_011757,0,0,0,0,0,0,0,0,0,0
FUN_011754,76,146,118,127,226,230,152,186,135,262
FUN_011755,0,0,0,0,0,0,0,0,0,0
FUN_011752,0,0,0,0,0,0,0,0,0,0
FUN_011753,0,0,0,0,2,0,0,0,0,0
FUN_011750,37,59,51,55,62,59,37,43,49,80
FUN_011751,0,1,0,0,0,0,0,0,2,0
FUN_000471,76,78,37,50,129,61,76,76,58,162
FUN_000470,0,0,5,0,2,0,0,0,0,1
FUN_000473,0,0,0,0,0,0,0,0,0,0
FUN_000472,2,0,0,0,3,0,0,0,0,2
FUN_000475,0,4,4,0,8,3,0,0,0,6
FUN_000474,0,0,0,0,0,0,0,0,0,0
FUN_000477,1,0,2,0,4,1,2,2,4,0
FUN_000476,124,182,165,189,267,208,160,262,201,327
FUN_000479,14,26,8,8,19,25,13,22,20,24
FUN_000478,15,11,7,15,14,30,35,44,41,40
FUN_026606,0,0,0,0,0,0,0,0,0,0
FUN_026607,0,0,0,0,0,0,0,0,0,0
FUN_025912,39,55,24,49,94,61,76,92,73,117
FUN_029365,3217,4626,3262,4128,7868,5516,4518,7525,5763,7493
FUN_029366,1322,1422,1138,888,9620,8460,2792,11407,5737,11677
FUN_029367,35,63,93,65,94,87,48,72,79,91
FUN_029360,90,86,99,109,126,103,66,139,100,133
FUN_029361,42,60,65,48,114,102,49,74,94,89
FUN_029363,214,301,223,271,594,413,392,508,479,702
FUN_014801,0,1,0,1,3,3,0,3,4,2
FUN_029368,0,0,0,0,0,0,0,0,0,0
FUN_029369,106,124,81,104,265,200,182,286,225,287
FUN_005218,20,39,14,23,12,20,19,8,13,38
FUN_013440,2,2,8,2,5,7,5,17,8,4
FUN_013441,48,96,92,57,114,94,68,115,88,126
FUN_013442,402,595,530,492,628,629,406,548,481,734
FUN_013443,49,111,62,56,44,71,43,0,0,74
FUN_013444,567,1059,884,848,931,771,896,929,829,1073
FUN_013445,0,0,0,0,0,0,0,0,0,0
FUN_013446,5578,7529,6594,6968,11320,8698,7626,10641,8901,12478
FUN_013447,111,185,39,103,219,192,171,186,204,317
FUN_013448,130,534,211,277,13350,5978,1699,11171,10630,13141
FUN_013449,318,415,279,341,554,636,408,534,473,778
FUN_010931,0,0,0,0,0,0,0,0,0,0
FUN_010930,0,0,0,0,0,0,0,0,0,4
FUN_015725,344,621,424,605,961,624,486,731,628,1047
FUN_010932,0,0,0,0,0,0,0,2,3,0
FUN_010935,6,13,4,7,11,10,10,12,8,17
FUN_015722,0,2,0,2,1,0,0,4,2,3
FUN_015721,0,0,0,0,0,0,0,0,0,0
FUN_010936,0,0,0,0,0,8,0,0,0,1
FUN_010939,0,226,290,222,0,0,224,361,249,447
FUN_010938,910,4950,4304,6741,104,1015,1730,103,62,109
FUN_015729,29,23,38,39,78,74,25,48,47,91
FUN_015728,14,7,5,14,31,26,17,14,35,18
FUN_016191,135,250,120,185,306,228,243,324,279,387
FUN_016190,0,0,0,0,0,0,0,3,5,0
FUN_023049,0,0,0,0,0,0,0,0,0,0
FUN_023048,0,3,2,2,0,0,0,4,2,1
FUN_016195,23,16,8,13,12,6,24,6,9,8
FUN_016194,49,109,115,101,116,130,105,170,110,175
FUN_016197,55,104,97,20,44,35,34,20,33,66
FUN_016196,0,0,0,0,0,1,0,0,0,1
FUN_016199,0,0,0,0,0,0,0,0,0,0
FUN_016198,82,145,61,90,302,198,177,253,238,297
FUN_023041,12,17,6,17,32,16,10,13,17,13
FUN_023040,361,555,548,496,897,648,461,780,526,880
FUN_023047,57,130,135,123,139,122,101,106,115,145
FUN_023046,0,0,0,0,0,0,0,0,0,0
FUN_023045,54,69,86,68,110,76,52,83,55,91
FUN_023044,179,322,193,289,643,665,233,501,558,681
FUN_028095,0,0,0,0,0,0,0,0,0,0
FUN_028094,0,29,14,26,18,8,20,26,7,26
FUN_028097,132,254,276,206,350,326,192,352,339,442
FUN_028096,0,0,0,0,0,0,0,0,0,16
FUN_028091,952,1418,1238,1298,2217,1558,1682,2158,1813,2434
FUN_028090,20,25,8,41,34,45,20,42,33,54
FUN_028093,0,5,0,7,7,25,11,13,19,33
FUN_028092,0,4,3,2,0,0,0,0,0,0
FUN_028099,275,324,287,444,557,385,325,491,422,521
FUN_028098,0,13,11,11,17,72,61,62,59,53
FUN_023546,0,0,0,0,0,0,0,0,0,1
FUN_026795,0,0,0,0,18,10,0,30,11,32
FUN_023544,0,0,0,0,0,0,0,0,1,0
FUN_008840,22,47,0,22,55,32,0,22,22,56
FUN_008841,102,108,114,159,58,40,92,0,0,79
FUN_008842,2,6,7,3,2,2,7,3,0,2
FUN_023545,0,0,0,0,2,5,0,2,3,6
FUN_008845,464,554,534,507,1374,1132,770,1386,1180,1541
FUN_008846,0,0,0,0,0,0,0,0,0,0
FUN_008847,547,689,566,704,1370,953,808,1217,1028,1340
FUN_008848,0,0,0,0,0,0,0,0,0,0
FUN_008849,328,495,323,349,773,681,558,775,736,969
FUN_014807,0,0,0,0,0,0,0,0,0,0
FUN_026792,0,0,0,0,0,0,0,0,0,0
FUN_028549,0,0,0,0,0,0,0,0,0,0
FUN_028548,187,479,276,320,1157,1369,4214,1455,1457,1687
FUN_028547,0,0,0,0,0,0,0,0,0,0
FUN_028546,257,381,310,410,452,327,301,479,338,508
FUN_028545,0,0,0,0,0,0,0,0,0,0
FUN_028544,583,1735,421,367,7338,1141,359,1676,1069,3994
FUN_028543,0,0,0,0,0,0,0,9,0,0
FUN_028542,108,197,133,149,293,250,239,256,249,298
FUN_028541,270,413,360,354,626,473,420,478,456,556
FUN_028540,127,132,117,172,393,314,115,343,461,425
FUN_014806,671,1023,855,767,1701,1502,945,1839,1619,2303
FUN_019315,3,5,8,1,6,12,0,8,4,9
FUN_022798,107,233,50,132,190,145,231,228,192,322
FUN_022799,1204,1645,1781,1700,2757,2091,2033,2670,2277,2700
FUN_022790,200,679,476,181,728,735,303,958,749,846
FUN_022791,2630,3322,2140,2872,5198,4168,4176,5261,4683,6642
FUN_022792,25,58,51,8,37,16,22,58,41,48
FUN_022793,82,84,76,107,233,180,90,226,162,288
FUN_022794,9,27,17,9,18,17,17,35,18,29
FUN_022795,36,72,33,72,69,66,55,48,37,79
FUN_022796,2372,3351,2128,2865,5336,4059,3456,5519,4175,5833
FUN_022797,0,0,0,0,0,0,0,0,0,0
FUN_015510,0,0,0,0,0,0,0,0,0,0
FUN_014139,17,32,28,22,17,19,13,32,30,33
FUN_014138,19,14,29,25,42,46,23,29,21,29
FUN_015511,0,4,0,0,4,2,2,0,0,0
FUN_014135,0,11,0,0,8,19,13,10,12,12
FUN_014134,1,1,2,1,2,0,1,1,1,3
FUN_014137,5550,3600,4194,2797,634,1839,4446,272,270,940
FUN_014136,0,0,0,0,0,0,0,0,0,0
FUN_014131,59,124,75,94,230,398,129,343,391,413
FUN_014130,63,74,116,110,131,126,119,130,152,154
FUN_014133,0,0,0,0,0,0,0,0,0,0
FUN_014132,0,0,0,0,0,0,0,0,0,0
FUN_022490,0,0,0,0,0,0,0,0,0,0
FUN_019310,50,75,62,89,87,73,61,69,70,102
FUN_022497,0,0,0,0,0,0,0,0,0,0
FUN_015515,20,50,34,38,85,71,39,34,58,88
FUN_025070,229,408,184,209,349,299,317,323,316,460
FUN_025071,0,0,0,0,0,0,0,0,0,0
FUN_025072,19,32,11,19,32,30,24,33,26,39
FUN_025073,0,0,0,0,0,0,0,0,0,0
FUN_025074,0,0,0,6,4,0,3,2,0,3
FUN_025075,1804,2543,2548,2250,3206,2351,2367,3204,2889,3684
FUN_025076,273,235,208,166,80,174,274,110,128,210
FUN_025077,130,197,108,143,402,257,251,436,323,363
FUN_025078,379,491,172,336,867,677,588,878,775,942
FUN_025079,239,322,324,292,487,387,336,464,360,586
FUN_015517,0,0,0,0,0,0,0,0,0,0
FUN_024301,55,139,112,65,263,608,128,277,637,481
FUN_024300,19,74,68,60,81,88,54,82,61,89
FUN_024303,21,23,23,6,160,453,607,480,420,387
FUN_024302,319,375,192,308,640,460,358,672,574,730
FUN_024305,274,363,369,352,644,536,393,598,476,680
FUN_024304,43,31,60,44,11,16,21,10,4,21
FUN_024306,0,0,0,0,0,0,0,0,0,0
FUN_024309,0,0,0,0,0,0,0,0,0,0
FUN_024308,0,0,0,0,0,0,0,0,0,0
FUN_019989,0,0,0,0,0,0,0,0,0,0
FUN_019988,151,216,213,190,360,271,218,373,283,407
FUN_019987,15,18,11,4,40,47,15,63,36,62
FUN_019986,1354,968,1318,0,4358,1071,65,2818,2148,2957
FUN_019985,0,0,0,0,0,2,0,0,0,0
FUN_019984,18,11,0,11,19,16,14,22,16,18
FUN_019983,5760,9080,7842,7514,14208,10999,8714,14341,11349,15801
FUN_019982,577,677,531,426,972,616,616,753,709,896
FUN_019981,0,0,0,0,0,0,0,0,0,0
FUN_019980,478,604,495,509,996,722,602,851,814,1195
FUN_017307,1214,1562,1069,1064,1806,1847,1897,2399,1901,2482
FUN_012150,1503,1768,1366,1266,3986,2787,2300,3792,3402,4409
FUN_012153,0,0,0,0,0,0,0,2,0,0
FUN_015262,502,844,601,521,1328,787,688,2137,944,1630
FUN_015263,0,8,0,0,12,6,0,0,7,8
FUN_015260,337,478,474,424,680,465,477,639,557,628
FUN_015261,75,119,65,102,136,106,88,137,125,157
FUN_015266,10,13,21,15,15,11,5,12,15,17
FUN_015267,25,25,48,33,83,66,24,63,44,66
FUN_015264,3,16,6,14,17,5,10,26,29,12
FUN_015265,6,5,5,8,13,7,9,15,23,15
FUN_017303,0,0,0,0,0,0,0,0,0,0
FUN_015268,113,92,100,105,313,186,130,197,179,302
FUN_015269,0,0,0,0,0,0,0,0,0,0
FUN_017302,0,4,0,4,3,6,4,4,2,20
FUN_017301,787,1029,925,835,1819,1374,1068,1862,1496,2257
FUN_017300,238,401,207,186,495,357,304,305,356,555
FUN_023825,0,0,2,2,0,1,4,2,0,2
FUN_023824,567,623,319,497,1046,853,934,1029,1004,1218
FUN_023827,231,198,75,180,207,162,258,233,261,282
FUN_023826,0,0,0,0,2,2,0,0,0,0
FUN_023821,370,412,311,297,598,645,525,764,742,859
FUN_023820,23,57,38,33,23,46,32,54,30,50
FUN_023823,395,597,406,574,921,777,603,822,814,1102
FUN_023822,2,6,0,11,20,16,2,13,14,10
FUN_023829,0,0,0,0,0,0,0,0,0,0
FUN_023828,0,0,0,0,0,0,0,0,0,0
FUN_016962,3,0,3,5,2,3,0,2,3,5
FUN_003468,413,1023,815,488,786,745,579,1038,944,1297
FUN_020550,889,1541,1969,1293,2048,1542,1231,1934,1477,2082
FUN_020551,1140,1960,1143,1201,2600,2200,1454,2251,2328,3206
FUN_020552,0,0,0,0,0,0,0,0,0,0
FUN_020553,2,17,9,7,26,15,4,29,22,21
FUN_020554,0,0,0,0,0,0,0,0,0,0
FUN_020555,634,704,620,611,858,524,579,698,599,929
FUN_020556,7,0,0,0,0,9,12,16,0,0
FUN_020557,0,0,0,0,0,0,0,0,0,0
FUN_020558,7,2,2,0,10,10,140,11,20,15
FUN_020559,0,0,0,0,0,0,0,0,0,0
FUN_003463,0,0,0,0,0,0,0,0,0,0
FUN_003462,4,3,4,5,6,4,7,10,4,13
FUN_014451,1222,1814,1890,1622,3547,3144,1957,3665,2750,4133
FUN_002945,102,202,166,125,215,117,187,139,166,274
FUN_002944,0,0,0,0,0,0,0,0,0,0
FUN_027021,147,194,210,223,353,262,194,323,249,345
FUN_027020,25,30,0,0,0,18,0,0,32,46
FUN_027023,109,218,216,205,293,222,172,154,242,275
FUN_027022,385,593,390,450,673,616,433,652,487,915
FUN_027025,187,389,226,228,472,363,268,465,384,465
FUN_027024,209,305,335,417,584,551,474,557,463,606
FUN_027027,0,0,0,0,0,0,0,0,0,0
FUN_027026,103,114,55,90,181,149,105,169,160,138
FUN_027029,62,78,35,51,55,40,67,74,55,71
FUN_027028,18,12,0,13,27,24,27,34,33,50
FUN_018647,186,260,300,343,426,342,252,386,276,492
FUN_017610,74,96,71,77,272,156,108,223,160,222
FUN_017613,0,4,0,0,0,3,0,0,0,2
FUN_018644,114,149,89,116,415,324,165,338,309,536
FUN_017615,2,0,3,7,30,88,79,118,109,73
FUN_017614,736,1274,1134,957,2115,1603,1534,1796,1496,2221
FUN_017248,0,0,0,0,0,0,0,0,0,0
FUN_017249,744,1135,940,1042,1776,1224,1241,1745,1453,1831
FUN_017617,290,433,351,349,585,422,384,537,401,629
FUN_017242,0,0,0,0,0,0,0,0,0,0
FUN_017243,308,471,351,380,578,440,343,476,418,530
FUN_017240,534,786,509,433,1821,839,466,1069,964,1524
FUN_017241,0,0,0,0,0,0,0,0,0,0
FUN_017246,4,3,5,2,2,3,4,8,10,9
FUN_017247,0,0,0,0,0,0,0,0,0,0
FUN_017244,0,0,0,0,0,0,0,0,0,0
FUN_017245,0,0,0,0,0,0,0,0,0,1
FUN_004369,0,0,0,0,0,0,0,0,0,0
FUN_004368,0,0,0,0,0,0,0,0,0,0
FUN_004365,844,1033,890,915,1684,1273,925,1551,1313,1695
FUN_004364,4,0,0,0,4,0,0,0,0,0
FUN_004367,326,535,443,412,754,558,407,569,505,663
FUN_004366,0,0,0,1,0,0,0,0,0,0
FUN_004361,0,0,0,0,0,0,0,0,0,0
FUN_004360,12,13,6,13,6,16,12,14,22,19
FUN_004363,913,1322,1536,1207,2397,1807,1184,2515,1854,2454
FUN_004362,288,478,171,205,3206,2385,1826,3116,3548,3596
FUN_018119,0,0,0,0,0,0,0,0,0,0
FUN_018118,6,5,3,0,6,8,3,5,12,11
FUN_018113,0,0,0,0,7,2,0,0,0,0
FUN_018112,4,11,0,14,4,5,5,7,5,13
FUN_018111,193,258,120,174,397,367,281,420,386,506
FUN_018110,8244,10632,8988,9015,11385,6426,8827,10718,8390,10503
FUN_018116,846,1395,1101,1509,1634,1365,1158,1876,1425,1726
FUN_018115,6,6,7,0,7,0,1,1,2,11
FUN_018114,0,0,0,0,0,0,0,0,0,0
FUN_026048,0,0,0,0,0,0,0,0,0,0
FUN_026049,157,170,140,128,132,99,121,66,59,117
FUN_026041,869,1495,996,1103,2392,1836,1332,1800,1629,2256
FUN_026042,411,659,326,431,1225,1019,558,1334,1038,1812
FUN_026043,0,0,0,0,5,13,7,22,14,21
FUN_026044,628,794,958,742,1081,828,703,986,739,1137
FUN_026045,204,345,274,266,629,444,340,484,473,702
FUN_026046,78,119,37,80,221,204,116,142,90,218
FUN_026047,0,0,0,0,0,0,0,0,0,0
FUN_025539,46,61,19,55,72,34,49,70,49,68
FUN_025538,1367,1766,1770,1432,2235,1642,1457,2092,1625,2474
FUN_025531,1600,2487,1686,1926,3414,2896,2210,3512,3165,3852
FUN_025530,0,0,0,0,0,0,0,0,0,0
FUN_025533,0,0,0,2,2,0,0,2,6,3
FUN_025532,95,101,53,28,268,125,95,206,167,235
FUN_025535,0,0,0,0,0,0,0,0,0,0
FUN_025534,3,0,2,0,0,0,0,12,0,8
FUN_025537,1079,1460,1448,1286,1945,1587,1352,1719,1478,2056
FUN_025536,0,0,0,0,0,0,0,0,0,0
FUN_004167,0,13,10,7,9,6,0,13,18,11
FUN_003794,0,0,0,0,0,0,0,0,0,0
FUN_004165,316,428,424,436,707,575,412,691,501,790
FUN_004164,42,18,37,46,18,55,49,108,54,81
FUN_004163,0,0,2,2,0,2,0,0,0,4
FUN_004162,0,0,0,0,0,0,0,0,0,0
FUN_003793,21,20,11,10,29,20,12,22,20,41
FUN_004160,0,0,0,0,0,0,0,0,0,0
FUN_025264,435,269,95,44,52,37,220,21,6,99
FUN_007184,340,464,371,380,849,738,464,769,675,975
FUN_007185,268,355,338,320,594,487,465,646,512,659
FUN_007186,0,0,0,0,0,0,0,0,0,0
FUN_007187,3,4,2,0,0,3,0,0,2,2
FUN_007180,0,6,0,0,0,0,0,0,7,0
FUN_007181,214,304,205,258,464,479,279,427,388,547
FUN_007182,427,576,394,446,779,620,929,696,625,800
FUN_007183,0,0,0,0,0,0,0,0,0,0
FUN_005973,566,943,1026,910,1435,1219,973,1311,1100,1406
FUN_005972,0,0,0,0,0,0,0,0,0,0
FUN_005971,62,101,55,47,133,127,106,100,84,169
FUN_005970,394,392,419,457,803,648,547,713,622,966
FUN_005977,178,271,253,261,487,277,291,411,423,524
FUN_005976,386,468,140,365,641,448,586,681,650,841
FUN_005975,128,103,133,0,278,93,27,211,211,243
FUN_005974,1541,2342,2078,1996,2762,2253,1771,2434,2211,3061
FUN_019792,0,0,0,0,0,0,0,0,0,0
FUN_019793,124,171,87,29,671,76,35,111,57,156
FUN_019790,42,84,26,34,92,36,73,118,63,75
FUN_019791,4,0,0,0,13,0,0,15,5,16
FUN_019796,421,685,460,479,628,391,537,803,496,980
FUN_019797,0,0,0,0,0,0,0,0,0,0
FUN_019794,7,14,20,20,14,0,9,13,10,15
FUN_019795,768,1151,459,210,15609,11543,3521,16084,12755,16661
FUN_019798,481,676,371,252,2590,1936,573,2452,1836,2603
FUN_019799,467,585,688,644,1037,848,585,907,744,1066
FUN_025268,15,6,9,0,20,15,5,24,15,16
FUN_021096,0,0,0,0,0,0,0,0,0,0
FUN_021097,49,89,61,42,120,95,64,94,91,145
FUN_021094,456,496,452,400,1536,1320,1070,1536,1432,1702
FUN_021095,1121,901,844,539,159,555,1312,5,0,291
FUN_021092,645,838,596,716,1616,1247,800,1565,1334,1800
FUN_021093,0,0,0,0,0,0,0,0,0,0
FUN_021090,73,169,123,24,1961,1699,558,2561,1585,2726
FUN_021091,4,13,1,2,3,4,14,6,5,7
FUN_021098,7,8,6,3,12,9,3,10,13,13
FUN_021099,267,318,235,280,711,559,432,751,629,920
FUN_021328,0,0,0,0,0,0,0,0,0,0
FUN_021329,1929,2522,2160,2434,4117,2809,2536,4023,3048,3827
FUN_021320,456,688,547,571,870,669,547,760,645,825
FUN_021321,1,0,0,0,0,0,0,0,0,1
FUN_021322,170,240,161,128,397,302,140,207,191,363
FUN_021323,91,130,110,76,424,402,146,251,250,449
FUN_021324,0,0,0,0,0,0,0,0,0,0
FUN_021325,0,0,0,0,0,0,0,0,0,0
FUN_021326,53,84,45,64,140,121,76,99,134,139
FUN_021327,19,17,7,5,5,0,21,0,8,9
FUN_024791,278,314,315,324,920,756,455,845,672,1154
FUN_006275,8,5,0,7,10,9,4,3,9,5
FUN_006274,294,359,414,367,99,170,349,55,62,101
FUN_006277,155,192,229,174,204,147,187,115,174,254
FUN_006276,0,0,0,0,0,0,0,0,0,0
FUN_006271,0,0,0,0,0,0,0,0,2,1
FUN_006270,0,0,0,0,0,0,0,0,0,0
FUN_006273,226,257,175,246,282,287,313,367,230,367
FUN_006272,186,224,212,185,417,351,262,308,311,514
FUN_006279,229,382,148,234,500,403,296,386,369,539
FUN_006278,4,11,14,27,25,62,11,23,79,38
FUN_014658,329,452,364,492,619,514,506,604,587,737
FUN_014659,14,12,12,7,24,9,14,18,7,23
FUN_003980,47,78,65,48,149,112,84,139,160,187
FUN_003981,0,0,0,0,0,0,0,0,0,0
